module_id,module_name,framework,framework_name,quality_score,max_similarity,alignment_rate,suitability,thematic_area,eqf_level
M92,Digital Sustainability Foundation,CS2023,IEEE/ACM Computer Science Curricula 2023,0.09229710709136998,0.1789361719300761,0.05,Poor,Foundation,4
M93,Digital Inclusion and Social Sustainability,CS2023,IEEE/ACM Computer Science Curricula 2023,0.11750075160782757,0.20305870302928525,0.1,Poor,Social Sustainability,5
M94,Circular Economy for Digital Systems,CS2023,IEEE/ACM Computer Science Curricula 2023,0.09496005205383898,0.1772106108390943,0.05,Poor,Circular Economy,6
M1,Introduction to Digital Sustainability,DigComp,Digital Competence Framework 2.2,0.33166037940399407,0.27947231503884334,0.6190476190476191,Moderate,General,6
M10,Circular Economy and Lifecycle Thinking,DigComp,Digital Competence Framework 2.2,0.13911390845336574,0.13250453099967507,0.23809523809523808,Poor,General,6
M11,Big Data for Environmental Intelligence,DigComp,Digital Competence Framework 2.2,0.12417699596481942,0.14001471886328518,0.19047619047619047,Poor,Data,6
M12,Advanced Visualisation for Sustainability Reporting,DigComp,Digital Competence Framework 2.2,0.02706526402295225,0.058869619159539865,0.0,Poor,Data,6
M13,Low-Carbon Cloud Infrastructure,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Technical Implementation,6
M14,Sustainable Digital Transformation Strategy,DigComp,Digital Competence Framework 2.2,0.2783129485808908,0.16319486256720964,0.6190476190476191,Moderate,General,6
M15,Applied Ethics in AI for Sustainability,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Ethics & Governance,6
M16,DevOps and Sustainable Deployment,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Technical Implementation,6
M17,Digital Circular Business Models,DigComp,Digital Competence Framework 2.2,0.3478329496169851,0.31259345145078987,0.6190476190476191,Moderate,General,6
M18,AI-Driven Environmental Risk Modelling,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Data,6
M19,Sustainability Assessment and Benchmarking,DigComp,Digital Competence Framework 2.2,0.03524295601536124,0.0621117971398193,0.0,Poor,Analysis,6
M2,Sustainability Frameworks and Standards,DigComp,Digital Competence Framework 2.2,0.03182460544724844,0.05608733378473451,0.0,Poor,Management,6
M20,Data Ethics and Governance in Practice,DigComp,Digital Competence Framework 2.2,0.14924432837356869,0.20337368828022068,0.19047619047619047,Poor,Data,6
M21,Energy-Efficient Software Architecture,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Technical Implementation,6
M22,Sustainable ICT Procurement and Policy,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Management,6
M23,Digital Twin and Smart Systems for Green Transition,DigComp,Digital Competence Framework 2.2,0.32687417590900913,0.2647812187353717,0.6190476190476191,Moderate,Technical Implementation,6
M24,Collaborative Tools for Green Innovation,DigComp,Digital Competence Framework 2.2,0.15086522671324656,0.11482130014951059,0.2857142857142857,Poor,Analysis,6
M25,Digital Sustainability in SMEs,DigComp,Digital Competence Framework 2.2,0.2796825745949558,0.16560867635473497,0.6190476190476191,Moderate,Management,4
M26,AI for Sustainable Decision-Making,DigComp,Digital Competence Framework 2.2,0.024066425306383293,0.05153266609643235,0.0,Poor,Data,7
M27,Green IT Service Management,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Management,5
M28,Strategic Digital Sustainability Leadership,DigComp,Digital Competence Framework 2.2,0.33726364906665685,0.28846991500295616,0.6190476190476191,Moderate,Management,8
M29,Blockchain for Sustainability Traceability,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Technical Implementation,7
M3,Data Analytics for Sustainability,DigComp,Digital Competence Framework 2.2,0.044050690518782326,0.0970762668588345,0.0,Poor,Data,6
M30,Human-Centered Design for Sustainable Tech,DigComp,Digital Competence Framework 2.2,0.21296667877713266,0.1877000120184919,0.38095238095238093,Poor,Analysis,6
M31,Introduction to Digital Sustainability,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Technical Implementation,6
M32,Sustainable IT Strategy,DigComp,Digital Competence Framework 2.2,0.02536015651040988,0.06121417088719625,0.0,Poor,Management,7
M33,Green Software Engineering,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Technical Implementation,6
M34,Industry Collaboration Project,DigComp,Digital Competence Framework 2.2,0.021356157249806832,0.051549345085740626,0.0,Poor,Management,7
M35,Sustainable IT Consultancy,DigComp,Digital Competence Framework 2.2,0.026036320786912398,0.06284629155461613,0.0,Poor,Management,7
M36,Eco-design for Digital Products,DigComp,Digital Competence Framework 2.2,0.27831294858089084,0.16319486256720966,0.6190476190476191,Moderate,Technical Implementation,6
M37,Net-Zero IT Infrastructure,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Technical Implementation,6
M38,Introduction to Green IT,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Technical Implementation,4
M39,Sustainable IT for Small Organizations,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Technical Implementation,4
M4,Machine Learning and Predictive Modeling,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Data,7
M40,Advanced Sustainability Impact Assessment Methods,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Analysis,8
M41,Green Blockchain Applications,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Technical Implementation,7
M42,Sector-specific Green IT Applications,DigComp,Digital Competence Framework 2.2,0.020619673814511748,0.04977162644882146,0.0,Poor,Technical Implementation,7
M43,Circular Economy Digital Applications,DigComp,Digital Competence Framework 2.2,0.334759308711747,0.27960547917084444,0.6190476190476191,Moderate,Analysis,7
M44,Advanced Sustainability Impact Assessment,DigComp,Digital Competence Framework 2.2,0.2245010590351993,0.11871135241370204,0.5238095238095238,Poor,Analysis,8
M45,Big Data for Environmental Intelligence (EQF 4 Version),DigComp,Digital Competence Framework 2.2,0.12417699596481942,0.14001471886328518,0.19047619047619047,Poor,Data,4
M46,Sustainable Business Models for Digital Companies (EQF 4 Version),DigComp,Digital Competence Framework 2.2,0.031824605447248425,0.056087333784734496,0.0,Poor,General,4
M47,Applied Ethics in AI for Sustainability (EQF 5 Version),DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Ethics & Governance,5
M48,AI for Sustainable Decision-Making (EQF 8 Version),DigComp,Digital Competence Framework 2.2,0.024066425306383293,0.05153266609643235,0.0,Poor,Data,8
M49,Interdisciplinary Approaches to Digital Sustainability (EQF 8 Version),DigComp,Digital Competence Framework 2.2,0.177367048302803,0.1467957224407535,0.3333333333333333,Poor,General,8
M5,Sustainable Software Engineering,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Technical Implementation,6
M50,Advanced Sustainability Impact Assessment Methods,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Analysis,8
M51,AI for Sustainable Decision-Making (EQF 8 Version) - Duplicate,DigComp,Digital Competence Framework 2.2,0.024066425306383293,0.05153266609643235,0.0,Poor,Data,8
M52,Interdisciplinary Approaches to Digital Sustainability (EQF 8 Version) - Duplicate,DigComp,Digital Competence Framework 2.2,0.177367048302803,0.1467957224407535,0.3333333333333333,Poor,General,8
M53,Interdisciplinary Approaches to Digital Sustainability (EQF 8 Version) - Triple Duplicate,DigComp,Digital Competence Framework 2.2,0.177367048302803,0.1467957224407535,0.3333333333333333,Poor,General,8
M54,Digital Sustainability Policy Development,DigComp,Digital Competence Framework 2.2,0.2722629599139925,0.15253242923974406,0.6190476190476191,Moderate,Management,7
M55,Global Climate Technology Governance,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Management,8
M56,Green Finance and Sustainable Investment,DigComp,Digital Competence Framework 2.2,0.055978683763743584,0.09865621511919305,0.0,Poor,Management,7
M57,Sustainability Economics and Market Mechanisms,DigComp,Digital Competence Framework 2.2,0.020563234653974412,0.049635393992352034,0.0,Poor,Management,7
M58,Public Engagement and Science Communication,DigComp,Digital Competence Framework 2.2,0.02332156866387353,0.052925456770188964,0.0,Poor,Management,6
M59,Digital Storytelling for Sustainability Impact,DigComp,Digital Competence Framework 2.2,0.19027406516291856,0.17712602953208934,0.3333333333333333,Poor,Management,6
M6,Systems Architecture for Sustainability,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Technical Implementation,6
M60,Systematic Innovation for Sustainability Challenges,DigComp,Digital Competence Framework 2.2,0.02134924738280769,0.05153266609643235,0.0,Poor,Technical Implementation,7
M61,Technology Assessment for Sustainability,DigComp,Digital Competence Framework 2.2,0.021898861336411488,0.04689133075538411,0.0,Poor,Technical Implementation,7
M62,Digital Health for Planetary Health,DigComp,Digital Competence Framework 2.2,0.2648243285049105,0.3559406966776018,0.3333333333333333,Moderate,Technical Implementation,6
M63,Smart Manufacturing and Industry 4.0 Sustainability,DigComp,Digital Competence Framework 2.2,0.13394794400290566,0.12237818710344911,0.23809523809523808,Poor,Technical Implementation,6
M64,Behavioral Insights for Sustainability Transformation,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Management,6
M65,Community-Based Participatory Sustainability Research,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Management,7
M66,ESG Reporting and Compliance Framework,DigComp,Digital Competence Framework 2.2,0.08673679853403121,0.13744331525927755,0.047619047619047616,Poor,Management,6
M67,Digital Sustainability Legislation and Policy,DigComp,Digital Competence Framework 2.2,0.2875775297604465,0.17952265829918904,0.6190476190476191,Moderate,Management,7
M68,Regulatory Technology (RegTech) for Sustainability,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Data,6
M69,Sustainable IT Operations and DevOps,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Technical Implementation,6
M7,Ethics and Governance in Digital Innovation,DigComp,Digital Competence Framework 2.2,0.14741268944919145,0.148778929236055,0.23809523809523808,Poor,Ethics & Governance,6
M70,ICT Energy Consumption and Carbon Footprint Management,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Technical Implementation,6
M71,Green Software Development Practices,DigComp,Digital Competence Framework 2.2,0.02974880672653355,0.07022040959413858,0.0,Poor,Software Development,5
M72,Sustainability Data Engineering and Architecture,DigComp,Digital Competence Framework 2.2,0.1411781789320452,0.1851919964818012,0.19047619047619047,Poor,Data,7
M73,Business-Technical Sustainability Bridge,DigComp,Digital Competence Framework 2.2,0.07913849563987363,0.15654119637210875,0.047619047619047616,Poor,Business Analysis,7
M74,Sustainability Data Science and Predictive Analytics,DigComp,Digital Competence Framework 2.2,0.04032376311086863,0.08886308801071018,0.0,Poor,Data,8
M8,Work-based Sustainability Project,DigComp,Digital Competence Framework 2.2,0.0325834086480926,0.07864960708160282,0.0,Poor,Management,6
M89,ESG Reporting Essentials,DigComp,Digital Competence Framework 2.2,0.11686324126366998,0.13577853418405694,0.14285714285714285,Poor,ESG & Compliance,4
M9,Technical Implementation and Tool Support,DigComp,Digital Competence Framework 2.2,0.0626402046907073,0.11671773546032797,0.047619047619047616,Poor,Technical Implementation,5
M90,Sustainability Data Fundamentals,DigComp,Digital Competence Framework 2.2,0.12266036739873128,0.14438355527738675,0.19047619047619047,Poor,Data & Analytics,4
M91,Green ICT Principles,DigComp,Digital Competence Framework 2.2,0.14307451512312333,0.10109103593303398,0.2857142857142857,Poor,Technical Implementation,4
OM1,Digital Sustainability Fundamentals,DigComp,Digital Competence Framework 2.2,0.3408147680379874,0.290993562966566,0.6190476190476191,Moderate,General,6
OM10,Advanced Sustainability Impact Assessment Methods,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Analysis,8
OM2,Sustainable IT Strategy,DigComp,Digital Competence Framework 2.2,0.02536015651040988,0.06121417088719625,0.0,Poor,Management,7
OM3,Green Software Engineering,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Technical Implementation,6
OM4,Industry Collaboration Project,DigComp,Digital Competence Framework 2.2,0.021356157249806832,0.051549345085740626,0.0,Poor,Management,7
OM5,Sustainable IT Consultancy,DigComp,Digital Competence Framework 2.2,0.026036320786912398,0.06284629155461613,0.0,Poor,Management,7
OM6,Eco-design for Digital Products,DigComp,Digital Competence Framework 2.2,0.27831294858089084,0.16319486256720966,0.6190476190476191,Moderate,Technical Implementation,6
OM7,Net-Zero IT Infrastructure,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Technical Implementation,6
OM8,Introduction to Green IT,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Technical Implementation,4
OM9,Sustainable IT for Small Organizations,DigComp,Digital Competence Framework 2.2,0.0,0.0,0.0,Poor,Technical Implementation,4
M92,Digital Sustainability Foundation,DigComp,Digital Competence Framework 2.2,0.32111875250274863,0.2508196664316734,0.6190476190476191,Moderate,Foundation,4
M93,Digital Inclusion and Social Sustainability,DigComp,Digital Competence Framework 2.2,0.23152399504839677,0.13108849741787035,0.5238095238095238,Poor,Social Sustainability,5
M94,Circular Economy for Digital Systems,DigComp,Digital Competence Framework 2.2,0.28626564714403924,0.1772106108390943,0.6190476190476191,Moderate,Circular Economy,6
M1,Introduction to Digital Sustainability,EQF,European Qualifications Framework Level 7,0.0,0.0,0.0,Poor,General,6
M10,Circular Economy and Lifecycle Thinking,EQF,European Qualifications Framework Level 7,0.0,0.0,0.0,Poor,General,6
M11,Big Data for Environmental Intelligence,EQF,European Qualifications Framework Level 7,0.018541134344878838,0.04414555796399724,0.0,Poor,Data,6
M12,Advanced Visualisation for Sustainability Reporting,EQF,European Qualifications Framework Level 7,0.02981333768574594,0.07098413734701414,0.0,Poor,Data,6
M13,Low-Carbon Cloud Infrastructure,EQF,European Qualifications Framework Level 7,0.020229715355763293,0.048165988942293556,0.0,Poor,Technical Implementation,6
M14,Sustainable Digital Transformation Strategy,EQF,European Qualifications Framework Level 7,0.0,0.0,0.0,Poor,General,6
M15,Applied Ethics in AI for Sustainability,EQF,European Qualifications Framework Level 7,0.01968482885893127,0.04301361333648282,0.0,Poor,Ethics & Governance,6
M16,DevOps and Sustainable Deployment,EQF,European Qualifications Framework Level 7,0.023420516484217866,0.05576313448623301,0.0,Poor,Technical Implementation,6
M17,Digital Circular Business Models,EQF,European Qualifications Framework Level 7,0.018298795716059805,0.043568561228713824,0.0,Poor,General,6
M18,AI-Driven Environmental Risk Modelling,EQF,European Qualifications Framework Level 7,0.0,0.0,0.0,Poor,Data,6
M19,Sustainability Assessment and Benchmarking,EQF,European Qualifications Framework Level 7,0.0,0.0,0.0,Poor,Analysis,6
M2,Sustainability Frameworks and Standards,EQF,European Qualifications Framework Level 7,0.021589245859761408,0.04741932877260333,0.0,Poor,Management,6
M20,Data Ethics and Governance in Practice,EQF,European Qualifications Framework Level 7,0.03761153482374129,0.08599819622139156,0.0,Poor,Data,6
M21,Energy-Efficient Software Architecture,EQF,European Qualifications Framework Level 7,0.019916118084493402,0.04741932877260333,0.0,Poor,Technical Implementation,6
M22,Sustainable ICT Procurement and Policy,EQF,European Qualifications Framework Level 7,0.0,0.0,0.0,Poor,Management,6
M23,Digital Twin and Smart Systems for Green Transition,EQF,European Qualifications Framework Level 7,0.019616666765844667,0.0467063494424873,0.0,Poor,Technical Implementation,6
M24,Collaborative Tools for Green Innovation,EQF,European Qualifications Framework Level 7,0.11877023253544086,0.17952265829918904,0.13333333333333333,Poor,Analysis,6
M25,Digital Sustainability in SMEs,EQF,European Qualifications Framework Level 7,0.020202854073323315,0.04414555796399724,0.0,Poor,Management,4
M26,AI for Sustainable Decision-Making,EQF,European Qualifications Framework Level 7,0.023283720274092094,0.05153266609643235,0.0,Poor,Data,7
M27,Green IT Service Management,EQF,European Qualifications Framework Level 7,0.02403202784639105,0.0525127427260942,0.0,Poor,Management,5
M28,Strategic Digital Sustainability Leadership,EQF,European Qualifications Framework Level 7,0.03695069759741031,0.0854223476310115,0.0,Poor,Management,8
M29,Blockchain for Sustainability Traceability,EQF,European Qualifications Framework Level 7,0.03788231556837318,0.0879718775702939,0.0,Poor,Technical Implementation,7
M3,Data Analytics for Sustainability,EQF,European Qualifications Framework Level 7,0.03835740499231316,0.08933533596352179,0.0,Poor,Data,6
M30,Human-Centered Design for Sustainable Tech,EQF,European Qualifications Framework Level 7,0.04152741514375642,0.09409088178026434,0.0,Poor,Analysis,6
M31,Introduction to Digital Sustainability,EQF,European Qualifications Framework Level 7,0.02256014988246516,0.051549345085740626,0.0,Poor,Technical Implementation,6
M32,Sustainable IT Strategy,EQF,European Qualifications Framework Level 7,0.02267853400975815,0.05399650954704321,0.0,Poor,Management,7
M33,Green Software Engineering,EQF,European Qualifications Framework Level 7,0.0996681297001401,0.13627634143908643,0.13333333333333333,Poor,Technical Implementation,6
M34,Industry Collaboration Project,EQF,European Qualifications Framework Level 7,0.021650724936011063,0.051549345085740626,0.0,Poor,Management,7
M35,Sustainable IT Consultancy,EQF,European Qualifications Framework Level 7,0.0,0.0,0.0,Poor,Management,7
M36,Eco-design for Digital Products,EQF,European Qualifications Framework Level 7,0.07985108245939378,0.13797394741164487,0.06666666666666667,Poor,Technical Implementation,6
M37,Net-Zero IT Infrastructure,EQF,European Qualifications Framework Level 7,0.07304092004241214,0.12160331478619012,0.06666666666666667,Poor,Technical Implementation,6
M38,Introduction to Green IT,EQF,European Qualifications Framework Level 7,0.026395442452938775,0.06284629155461613,0.0,Poor,Technical Implementation,4
M39,Sustainable IT for Small Organizations,EQF,European Qualifications Framework Level 7,0.02256014988246516,0.051549345085740626,0.0,Poor,Technical Implementation,4
M4,Machine Learning and Predictive Modeling,EQF,European Qualifications Framework Level 7,0.0,0.0,0.0,Poor,Data,7
M40,Advanced Sustainability Impact Assessment Methods,EQF,European Qualifications Framework Level 7,0.04267401721342164,0.09910419609261847,0.0,Poor,Analysis,8
M41,Green Blockchain Applications,EQF,European Qualifications Framework Level 7,0.018065717601322785,0.04301361333648282,0.0,Poor,Technical Implementation,7
M42,Sector-specific Green IT Applications,EQF,European Qualifications Framework Level 7,0.0217821458393286,0.04977162644882146,0.0,Poor,Technical Implementation,7
M43,Circular Economy Digital Applications,EQF,European Qualifications Framework Level 7,0.020558608594108817,0.04894906808121146,0.0,Poor,Analysis,7
M44,Advanced Sustainability Impact Assessment,EQF,European Qualifications Framework Level 7,0.039729835542359905,0.09226393852556113,0.0,Poor,Analysis,8
M45,Big Data for Environmental Intelligence (EQF 4 Version),EQF,European Qualifications Framework Level 7,0.018541134344878838,0.04414555796399724,0.0,Poor,Data,4
M46,Sustainable Business Models for Digital Companies (EQF 4 Version),EQF,European Qualifications Framework Level 7,0.0199161180844934,0.047419328772603325,0.0,Poor,General,4
M47,Applied Ethics in AI for Sustainability (EQF 5 Version),EQF,European Qualifications Framework Level 7,0.01968482885893127,0.04301361333648282,0.0,Poor,Ethics & Governance,5
M48,AI for Sustainable Decision-Making (EQF 8 Version),EQF,European Qualifications Framework Level 7,0.023283720274092094,0.05153266609643235,0.0,Poor,Data,8
M49,Interdisciplinary Approaches to Digital Sustainability (EQF 8 Version),EQF,European Qualifications Framework Level 7,0.0463416599832523,0.09008799964862296,0.0,Poor,General,8
M5,Sustainable Software Engineering,EQF,European Qualifications Framework Level 7,0.06714050144332352,0.11223928915077028,0.06666666666666667,Poor,Technical Implementation,6
M50,Advanced Sustainability Impact Assessment Methods,EQF,European Qualifications Framework Level 7,0.04267401721342164,0.09910419609261847,0.0,Poor,Analysis,8
M51,AI for Sustainable Decision-Making (EQF 8 Version) - Duplicate,EQF,European Qualifications Framework Level 7,0.023283720274092094,0.05153266609643235,0.0,Poor,Data,8
M52,Interdisciplinary Approaches to Digital Sustainability (EQF 8 Version) - Duplicate,EQF,European Qualifications Framework Level 7,0.0463416599832523,0.09008799964862296,0.0,Poor,General,8
M53,Interdisciplinary Approaches to Digital Sustainability (EQF 8 Version) - Triple Duplicate,EQF,European Qualifications Framework Level 7,0.0463416599832523,0.09008799964862296,0.0,Poor,General,8
M54,Digital Sustainability Policy Development,EQF,European Qualifications Framework Level 7,0.01793832262050158,0.040988592178738646,0.0,Poor,Management,7
M55,Global Climate Technology Governance,EQF,European Qualifications Framework Level 7,0.013208220241847915,0.031448143432971226,0.0,Poor,Management,8
M56,Green Finance and Sustainable Investment,EQF,European Qualifications Framework Level 7,0.01793832262050158,0.040988592178738646,0.0,Poor,Management,7
M57,Sustainability Economics and Market Mechanisms,EQF,European Qualifications Framework Level 7,0.022426486284440186,0.049635393992352034,0.0,Poor,Management,7
M58,Public Engagement and Science Communication,EQF,European Qualifications Framework Level 7,0.036776796887551505,0.08422798788742249,0.0,Poor,Management,6
M59,Digital Storytelling for Sustainability Impact,EQF,European Qualifications Framework Level 7,0.04242728316264602,0.09711257773584644,0.0,Poor,Management,6
M6,Systems Architecture for Sustainability,EQF,European Qualifications Framework Level 7,0.06839052821873112,0.11521554337793123,0.06666666666666667,Poor,Technical Implementation,6
M60,Systematic Innovation for Sustainability Challenges,EQF,European Qualifications Framework Level 7,0.11325487430827016,0.16319486256720964,0.13333333333333333,Poor,Technical Implementation,7
M61,Technology Assessment for Sustainability,EQF,European Qualifications Framework Level 7,0.040730797739191124,0.09531284697560297,0.0,Poor,Technical Implementation,7
M62,Digital Health for Planetary Health,EQF,European Qualifications Framework Level 7,0.012506360971257062,0.028576703649263274,0.0,Poor,Technical Implementation,6
M63,Smart Manufacturing and Industry 4.0 Sustainability,EQF,European Qualifications Framework Level 7,0.020954245273941033,0.04602459262732953,0.0,Poor,Technical Implementation,6
M64,Behavioral Insights for Sustainability Transformation,EQF,European Qualifications Framework Level 7,0.04301767644728935,0.09720769328929006,0.0,Poor,Management,6
M65,Community-Based Participatory Sustainability Research,EQF,European Qualifications Framework Level 7,0.1259217045716172,0.19379392440543725,0.13333333333333333,Poor,Management,7
M66,ESG Reporting and Compliance Framework,EQF,European Qualifications Framework Level 7,0.01741653362458236,0.04146793720138657,0.0,Poor,Management,6
M67,Digital Sustainability Legislation and Policy,EQF,European Qualifications Framework Level 7,0.0243932440772225,0.05608733378473451,0.0,Poor,Management,7
M68,Regulatory Technology (RegTech) for Sustainability,EQF,European Qualifications Framework Level 7,0.06413944343563852,0.10310209416191549,0.06666666666666667,Poor,Data,6
M69,Sustainable IT Operations and DevOps,EQF,European Qualifications Framework Level 7,0.06804992638977762,0.11223928915077028,0.06666666666666667,Poor,Technical Implementation,6
M7,Ethics and Governance in Digital Innovation,EQF,European Qualifications Framework Level 7,0.030690650928660388,0.06595634349466742,0.0,Poor,Ethics & Governance,6
M70,ICT Energy Consumption and Carbon Footprint Management,EQF,European Qualifications Framework Level 7,0.02014228708870972,0.04602459262732953,0.0,Poor,Technical Implementation,6
M71,Green Software Development Practices,EQF,European Qualifications Framework Level 7,0.02551675370379931,0.05443764717494003,0.0,Poor,Software Development,5
M72,Sustainability Data Engineering and Architecture,EQF,European Qualifications Framework Level 7,0.03899799338260995,0.09108967292306346,0.0,Poor,Data,7
M73,Business-Technical Sustainability Bridge,EQF,European Qualifications Framework Level 7,0.03314928927298096,0.07892687922138325,0.0,Poor,Business Analysis,7
M74,Sustainability Data Science and Predictive Analytics,EQF,European Qualifications Framework Level 7,0.04050730070234388,0.09461588431744677,0.0,Poor,Data,8
M8,Work-based Sustainability Project,EQF,European Qualifications Framework Level 7,0.028579762841049666,0.06097229545515701,0.0,Poor,Management,6
M89,ESG Reporting Essentials,EQF,European Qualifications Framework Level 7,0.01721520871507023,0.040988592178738646,0.0,Poor,ESG & Compliance,4
M9,Technical Implementation and Tool Support,EQF,European Qualifications Framework Level 7,0.0,0.0,0.0,Poor,Technical Implementation,5
M90,Sustainability Data Fundamentals,EQF,European Qualifications Framework Level 7,0.0,0.0,0.0,Poor,Data & Analytics,4
M91,Green ICT Principles,EQF,European Qualifications Framework Level 7,0.017625091107309743,0.04196450263645177,0.0,Poor,Technical Implementation,4
OM1,Digital Sustainability Fundamentals,EQF,European Qualifications Framework Level 7,0.0221609118952179,0.05063709685675427,0.0,Poor,General,6
OM10,Advanced Sustainability Impact Assessment Methods,EQF,European Qualifications Framework Level 7,0.04267401721342164,0.09910419609261847,0.0,Poor,Analysis,8
OM2,Sustainable IT Strategy,EQF,European Qualifications Framework Level 7,0.02267853400975815,0.05399650954704321,0.0,Poor,Management,7
OM3,Green Software Engineering,EQF,European Qualifications Framework Level 7,0.0996681297001401,0.13627634143908643,0.13333333333333333,Poor,Technical Implementation,6
OM4,Industry Collaboration Project,EQF,European Qualifications Framework Level 7,0.021650724936011063,0.051549345085740626,0.0,Poor,Management,7
OM5,Sustainable IT Consultancy,EQF,European Qualifications Framework Level 7,0.0,0.0,0.0,Poor,Management,7
OM6,Eco-design for Digital Products,EQF,European Qualifications Framework Level 7,0.07985108245939378,0.13797394741164487,0.06666666666666667,Poor,Technical Implementation,6
OM7,Net-Zero IT Infrastructure,EQF,European Qualifications Framework Level 7,0.07304092004241214,0.12160331478619012,0.06666666666666667,Poor,Technical Implementation,6
OM8,Introduction to Green IT,EQF,European Qualifications Framework Level 7,0.026395442452938775,0.06284629155461613,0.0,Poor,Technical Implementation,4
OM9,Sustainable IT for Small Organizations,EQF,European Qualifications Framework Level 7,0.02256014988246516,0.051549345085740626,0.0,Poor,Technical Implementation,4
M92,Digital Sustainability Foundation,EQF,European Qualifications Framework Level 7,0.04147682065901585,0.09370493638101372,0.0,Poor,Foundation,4
M93,Digital Inclusion and Social Sustainability,EQF,European Qualifications Framework Level 7,0.01842390918023194,0.04216874631353785,0.0,Poor,Social Sustainability,5
M94,Circular Economy for Digital Systems,EQF,European Qualifications Framework Level 7,0.06989985791511903,0.11536303372523765,0.06666666666666667,Poor,Circular Economy,6
M1,Introduction to Digital Sustainability,e_CF,European e-Competence Framework,0.02806397428919458,0.06735353829406698,0.0,Poor,General,6
M10,Circular Economy and Lifecycle Thinking,e_CF,European e-Competence Framework,0.025019588142804444,0.058869619159539865,0.0,Poor,General,6
M11,Big Data for Environmental Intelligence,e_CF,European e-Competence Framework,0.027502694803410686,0.06735353829406698,0.0,Poor,Data,6
M12,Advanced Visualisation for Sustainability Reporting,e_CF,European e-Competence Framework,0.0,0.0,0.0,Poor,Data,6
M13,Low-Carbon Cloud Infrastructure,e_CF,European e-Competence Framework,0.0,0.0,0.0,Poor,Technical Implementation,6
M14,Sustainable Digital Transformation Strategy,e_CF,European e-Competence Framework,0.02800210344625169,0.06647320574198648,0.0,Poor,General,6
M15,Applied Ethics in AI for Sustainability,e_CF,European e-Competence Framework,0.029343490213648172,0.06562651343964712,0.0,Poor,Ethics & Governance,6
M16,DevOps and Sustainable Deployment,e_CF,European e-Competence Framework,0.08294860363117955,0.1757860783933462,0.027777777777777776,Poor,Technical Implementation,6
M17,Digital Circular Business Models,e_CF,European e-Competence Framework,0.06267693819645599,0.10510679521213546,0.05555555555555555,Poor,General,6
M18,AI-Driven Environmental Risk Modelling,e_CF,European e-Competence Framework,0.0845211554662891,0.1751280861929285,0.027777777777777776,Poor,Data,6
M19,Sustainability Assessment and Benchmarking,e_CF,European e-Competence Framework,0.0,0.0,0.0,Poor,Analysis,6
M2,Sustainability Frameworks and Standards,e_CF,European e-Competence Framework,0.029542254921301556,0.07234837939910585,0.0,Poor,Management,6
M20,Data Ethics and Governance in Practice,e_CF,European e-Competence Framework,0.05958790782401805,0.12294629730601807,0.027777777777777776,Poor,Data,6
M21,Energy-Efficient Software Architecture,e_CF,European e-Competence Framework,0.08436197432682045,0.17784236109082288,0.027777777777777776,Poor,Technical Implementation,6
M22,Sustainable ICT Procurement and Policy,e_CF,European e-Competence Framework,0.11319092459203495,0.161713780662529,0.1388888888888889,Poor,Management,6
M23,Digital Twin and Smart Systems for Green Transition,e_CF,European e-Competence Framework,0.03186264071933754,0.07126057616750976,0.0,Poor,Technical Implementation,6
